record_index,record_id,work_id,title,auto_level_source,auto_route_family_source,screen_priority_score_source,manual_queue_rank_source,final_level,include_final,exclusion_code,route_family_final,reviewer,review_basis,evidence_location,decision_notes,project_family_id,family_is_primary_work,family_grouping_basis,preferred_record_id,is_preferred_manifestation,dedup_rule
140,REC-B2475D779EEF408D,WORK-FEDC0DCFD1695A00,Towards a Low-SWaP 1024-beam Digital Array: A 32-beam Sub-system at 5.8 GHz,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B2475D779EEF408D:title+abstract,"The abstract centers on an unrelated workload (Millimeter wave communications require multibeam beamforming in order to utilize wireless channels that suffer from obstructions, path loss, and multi-path…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-B2475D779EEF408D,True,unique
141,REC-27EC4FCAD057D2AF,WORK-798576DA3360CBE1,Hardware-Efficient Template-Based Deep CNNs Accelerator Design,D,DATAFLOW,7,5,C,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-27EC4FCAD057D2AF:title+abstract,The abstract takes pretrained weights and hardware constraints to generate an optimized quantized FPGA dataflow accelerator template.,PF-13DC8ECA2264F55F,True,single_work_family; no explicit cross-work release or extension evidence,REC-27EC4FCAD057D2AF,True,unique
142,REC-4894CC10C8AB67A3,WORK-3BC6C06DF0CC5926,Low-Complexity Loeffler DCT Approximations for Image and Video Coding,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4894CC10C8AB67A3:title+abstract,"The abstract centers on an unrelated workload (This paper introduced a matrix parametrization method based on the Loeffler discrete cosine transform (DCT) algorithm) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-4894CC10C8AB67A3,True,unique
143,REC-09886EF1B7D2452B,WORK-38BF32F01373E3F9,A Length Adaptive Algorithm-Hardware Co-design of Transformer on FPGA Through Sparse Attention and Dynamic Pipelining,B,,10,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-09886EF1B7D2452B:title+abstract,The abstract implements sparse attention and dynamic length-aware pipeline scheduling for NLP Transformers on FPGA.,PF-2295062372BDE409,True,single_work_family; no explicit cross-work release or extension evidence,REC-09886EF1B7D2452B,True,unique
144,REC-D9F3C753FC29AAD4,WORK-08FAB232B669E96A,Auto-ViT-Acc: An FPGA-Aware Automatic Acceleration Framework for Vision Transformer with Mixed-Scheme Quantization,B,,10,4,C,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D9F3C753FC29AAD4:title+abstract,The abstract presents an FPGA-aware automatic ViT acceleration framework with mixed-scheme quantization and a measured FPGA accelerator.,PF-FE5220153ACA3FD8,True,single_work_family; no explicit cross-work release or extension evidence,REC-D9F3C753FC29AAD4,True,unique
145,REC-07348ADFD0A3279E,WORK-C8C7DD2493E18982,An Algorithm-Hardware Co-Optimized Framework for Accelerating N:M Sparse Transformers,B,,10,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-07348ADFD0A3279E:title+abstract,The abstract implements N:M sparse Transformer matrix engines and a scalable softmax module in an FPGA accelerator.,PF-0960DFADF21ADE8E,True,single_work_family; no explicit cross-work release or extension evidence,REC-07348ADFD0A3279E,True,unique
146,REC-A1560326B01F3E64,WORK-D9E6AAAC2CFDFAC7,Optimizing digital spectrometers for radioastronomical observations,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A1560326B01F3E64:title+abstract,"The abstract centers on an unrelated workload (The goal of this thesis was to develop a procedure to optimize the mirror suppression, which reduces the dynamic range…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-A1560326B01F3E64,True,unique
147,REC-79C05654ACFFF3E5,WORK-79AEA3C39C57A7C1,A Multi-FPGA High Performance Computing System for 3D FFT-based Numerical Simulations,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-79C05654ACFFF3E5:title+abstract,"The abstract centers on an unrelated workload (In the field of High Performance Computing, communications among processes represent a typical bottleneck for massively parallel scientific applications) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-79C05654ACFFF3E5,True,unique
148,REC-EEEA57D7E193DA78,WORK-554D321D3BDABBA2,Learned Image Compression with Generalized Octave Convolution and Cross-Resolution Parameter Estimation,B,,5,4,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EEEA57D7E193DA78:title+abstract,The abstract proposes learned image compression that merely names FPGA as a possible decoder platform and reports no FPGA implementation.,,False,,REC-EEEA57D7E193DA78,True,unique
149,REC-F05D5A696ACC9648,WORK-4930858FF8B14F40,Adaptable Butterfly Accelerator for Attention-based NNs via Hardware and Algorithm Co-design,B,,10,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F05D5A696ACC9648:title+abstract,The abstract jointly maps butterfly-sparse attention and feed-forward layers to a runtime-configurable FPGA engine.,PF-CC7DE8DEEC2E5744,True,single_work_family; no explicit cross-work release or extension evidence,REC-F05D5A696ACC9648,True,unique
150,REC-DACDD99CB85CF6D1,WORK-E2DE341FFF77BC47,DFX: A Low-latency Multi-FPGA Appliance for Accelerating Transformer-based Text Generation,A,DATAFLOW,14,1,A,True,,OVERLAY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DACDD99CB85CF6D1:title+abstract,DFX executes GPT-2 end to end on four U280 FPGAs through custom-instruction compute cores for both summarization and token generation.,PF-BBFD7FC8E3510445,True,single_work_family; no explicit cross-work release or extension evidence,REC-DACDD99CB85CF6D1,True,unique
151,REC-5A6C902321EA037F,WORK-4C668A7F3E771A0E,"XR-RF Imaging Enabled by Software-Defined Metasurfaces and Machine Learning: Foundational Vision, Technologies and Challenges",X,,7,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5A6C902321EA037F:title+abstract,"The abstract centers on an unrelated workload (We present a new approach to Extended Reality (XR), denoted as iCOPYWAVES, which seeks to offer naturally low-latency operation and…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-5A6C902321EA037F,True,unique
152,REC-6FB8D6370DDA238B,WORK-4D1A8D66B15A5ADE,FPGA Hardware Acceleration for Feature-Based Relative Navigation Applications,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6FB8D6370DDA238B:title+abstract,"The abstract centers on an unrelated workload (Estimation of rigid transformation between two point clouds is a computationally challenging problem in vision-based relative navigation) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-6FB8D6370DDA238B,True,unique
153,REC-A2503EFE5BB738CE,WORK-925641344ED78E94,Transformations for accelerator-based quantum circuit simulation in Haskell,X,,7,6,C,True,,OVERLAY,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-A2503EFE5BB738CE:title+abstract;LLM-inference-on-FPGA-papers/papers/2210.12703v1.pdf#text-search=""eDSL to FPGA input representation""",The Haskell eDSL and compiler lower quantum circuits to instructions for an OpenCL FPGA simulator architecture and include verification support.,PF-62A6DC5DD6151AB2,True,single_work_family; no explicit cross-work release or extension evidence,REC-A2503EFE5BB738CE,True,unique
154,REC-4C2E95DDB8B7F21F,WORK-5B6F84F0C6192010,M$^3$ViT: Mixture-of-Experts Vision Transformer for Efficient Multi-task Learning with Model-Accelerator Co-design,A,,12,1,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-4C2E95DDB8B7F21F:title+abstract; LLM-inference-on-FPGA-papers/papers/2210.14793v1.pdf#section=3.2.Circuit-level_Implementation&search=layer-wise_implementation,M3ViT implements a complete MoE vision-transformer pipeline on ZCU104 with layer-wise execution and expert-by-expert computation reordering.,PF-6FA07FA92F8C4D57,True,single_work_family; no explicit cross-work release or extension evidence,REC-4C2E95DDB8B7F21F,True,unique
155,REC-D2117C9C65232AA0,WORK-BF1B408F67B2A47C,"Ultrafast Image Retrieval from a Holographic Memory Disc for High-Speed Operation of a Shift, Scale, and Rotation Invariant Target Recognition System",X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D2117C9C65232AA0:title+abstract,"The abstract centers on an unrelated workload (The hybrid opto-electronic correlator (HOC) architecture has been shown to be able to detect matches in a shift, scale, and…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-D2117C9C65232AA0,True,unique
156,REC-B797976E8C3DD74B,WORK-B385DE9F75753FA4,High-Level Synthesis for Packet-Processing Pipelines,C,HLS,8,2,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B797976E8C3DD74B:title+abstract,"CaT compiles transactional programs into a Tofino packet pipeline and Verilog-model simulation, an adjacent modular hardware-compiler method rather than an FPGA route.",PF-E6504F06B706E214,True,single_work_family; no explicit cross-work release or extension evidence,REC-B797976E8C3DD74B,True,unique
157,REC-461426DFCC1AA131,WORK-9F202AF24ADDE517,HeatViT: Hardware-Efficient Adaptive Token Pruning for Vision Transformers,B,,10,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-461426DFCC1AA131:title+abstract,The abstract implements adaptive token selection nonlinear approximations and quantized ViT backbone acceleration on ZCU102.,PF-9E199FC1F49BBBA1,True,single_work_family; no explicit cross-work release or extension evidence,REC-461426DFCC1AA131,True,unique
158,REC-F5EC31B9648B775E,WORK-AF1BEB366A84BD62,Profile-Guided Parallel Task Extraction and Execution for Domain Specific Heterogeneous SoC,X,,5,6,C,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-F5EC31B9648B775E:title+abstract;LLM-inference-on-FPGA-papers/papers/2211.14547v1.pdf#text-search=""integrated compile time and runtime environment""",The integrated compiler/runtime automatically extracts C/C++ tasks and schedules them over ARM cores and an accelerator on a Zynq FPGA.,PF-F28669194788513F,True,single_work_family; no explicit cross-work release or extension evidence,REC-F5EC31B9648B775E,True,unique
159,REC-532363BE02AE8521,WORK-016028D1606E48F4,"Accurate, Low-latency, Efficient SAR Automatic Target Recognition on FPGA",X,,5,6,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-532363BE02AE8521:title+abstract,"The FPGA GNN accelerator implements attention, pruning, scatter-gather scheduling, and a unified kernel architecture with direct operator-transfer value.",PF-BD9A5A1FD0DF150C,True,single_work_family; no explicit cross-work release or extension evidence,REC-532363BE02AE8521,True,unique
160,REC-FD5A471D9856BBC7,WORK-5C4897C26C108340,"Rule-based High-level Hardware-RTL Synthesis of Algorithms, Virtualizing Machines, and Communication Protocols with FPGAs based on Concurrent Communicating Sequential Processes and the ConPro Synthesis Framework",C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FD5A471D9856BBC7:title+abstract,ConPro synthesizes algorithmic concurrent-process programs into FPGA RTL and evaluates complete router and processor case studies.,PF-F06BE5B111ACE400,True,single_work_family; no explicit cross-work release or extension evidence,REC-FD5A471D9856BBC7,True,unique
161,REC-786ADC1381CD7C7C,WORK-3D6A9BFA249BF2A9,Static Power Consumption Modeling and Measurement of Reconfigurable Intelligent Surfaces,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-786ADC1381CD7C7C:title+abstract,"The abstract centers on an unrelated workload (Reconfigurable intelligent surfaces (RISs) are anticipated to transform wireless communication in a way that is both economical and energy efficient) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-786ADC1381CD7C7C,True,unique
162,REC-5FD6C290B90048C6,WORK-221D4F0B94090672,Programming nonreciprocity and harmonic beam steering via a digitally space-time-coded metamaterial antenna,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5FD6C290B90048C6:title+abstract,"The abstract centers on an unrelated workload (Recent advancement in digital coding metasurfaces incorporating spatial and temporal modulation has enabled simultaneous control of electromagnetic (EM) waves in…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-5FD6C290B90048C6,True,unique
163,REC-B1AB3CDD99DC6F68,WORK-BF21FF2DF8AB8862,Dynasparse: Accelerating GNN Inference through Dynamic Sparsity Exploitation,D,,9,5,D,True,,OVERLAY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B1AB3CDD99DC6F68:title+abstract,The abstract combines a programmable soft processor with a unified sparse primitive accelerator and runtime kernel mapping on FPGA for GNN inference.,PF-148466B74254B669,True,single_work_family; no explicit cross-work release or extension evidence,REC-B1AB3CDD99DC6F68,True,unique
164,REC-B1E7232B88648FB9,WORK-5ACEFF26E28898C8,Scaled Quantization for the Vision Transformer,B,,7,4,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B1E7232B88648FB9:title+abstract,The abstract provides full-integer ViT quantization for exponential and square-root operations and explicitly targets FPGA implementations.,PF-B501AC6C1CDFC124,True,single_work_family; no explicit cross-work release or extension evidence,REC-B1E7232B88648FB9,True,unique
165,REC-A3BF29C8BC422359,WORK-32CADE73B70D3B1D,FPGA-Patch: Mitigating Remote Side-Channel Attacks on FPGAs using Dynamic Patch Generation,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A3BF29C8BC422359:title+abstract,"The abstract centers on an unrelated workload (We propose FPGA-Patch, the first-of-its-kind defense that leverages automated program repair concepts to thwart power side-channel attacks on cloud FPGAs) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-A3BF29C8BC422359,True,unique
