arxiv_id,base_arxiv_id,title,published_year,primary_category,all_categories,pdf_path,pdf_sha256,pdf_pages,pdf_scanned,pdf_status,survey_scope,llm_relevance_hits,llm_relevance_score,mlir_circt_level,mlir_circt_hits,mlir_circt_pages,mlir_circt_evidence,hls_level,hls_hits,hls_pages,hls_evidence,overlay_level,overlay_hits,overlay_pages,overlay_evidence,param_rtl_level,param_rtl_hits,param_rtl_pages,param_rtl_evidence,dataflow_level,dataflow_hits,dataflow_pages,dataflow_evidence,cpu_fpga_fallback_level,cpu_fpga_fallback_hits,cpu_fpga_fallback_pages,cpu_fpga_fallback_evidence,realistically_reusable,top_route_candidates,route_notes
2310.09949v4,2310.09949,Chameleon: a Heterogeneous and Disaggregated Accelerator System for Retrieval-Augmented Language Models,2023,cs.LG,cs.LG|cs.AI|cs.AR|cs.CL,LLM-inference-on-FPGA-papers/papers/2310.09949v4.pdf,69f12ada1de5ccd0fc5d9e806330b936ac3cef66df6e252175c483394428e009,11,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,tensor,"tensor@p1,4","tensor@p1,4",medium, hls;vitis hls," hls@p6,9;vitis hls@p6","hls@p6,9;vitis hls@p6",low,microarchitecture,"microarchitecture@p5,9","microarchitecture@p5,9",none,,,,medium,pipeline;systolic,"pipeline@p4,5,6,10;systolic@p4,5,9","pipeline@p4,5,6,10;systolic@p4,5,9",high, cpu;hybrid;cpu-gpu;heterogeneous;ps ;cpu-fpga;processing system;co-design," cpu@p1,2,3,4,6,7,8;hybrid@p1,3,6,10;cpu-gpu@p1,2,3,6,7;heterogeneous@p1,2,3,4,6,8,10;ps @p3,5,7,9;cpu-fpga@p8;processing system@p9,10;co-design@p9","cpu@p1,2,3,4,6,7,8;hybrid@p1,3,6,10;cpu-gpu@p1,2,3,6,7;heterogeneous@p1,2,3,4,6,8,10;ps @p3,5,7,9",high,cpu_fpga_fallback:high;hls:medium;dataflow:medium,"cpu_fpga_fallback:high via  cpu@p1,2,3,4,6,7,8;hybrid@p1,3,6,10;cpu-gpu@p1,2,3,6,7;heterogeneous@p1,2,3,4,6,8,10;ps @p3,5,7,9;cpu-fpga@p8;processing system@p9,10;co-design@p9"
2311.04581v1,2311.04581,KiD: A Hardware Design Framework Targeting Unified NTT Multiplication for CRYSTALS-Kyber and CRYSTALS-Dilithium on FPGA,2023,cs.AR,cs.AR|cs.CR,LLM-inference-on-FPGA-papers/papers/2311.04581v1.pdf,dfce9f2cd49036b7e2b6a77e490d0abb7270a7cee202bd1aab82f729663a9166,6,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,low,pipeline,"pipeline@p1,2,3,4,5,6","pipeline@p1,2,3,4,5,6",low,ps ,"ps @p1,2,4,5,6","ps @p1,2,4,5,6",low,dataflow:low;cpu_fpga_fallback:low,"dataflow:low via pipeline@p1,2,3,4,5,6"
2311.12082v2,2311.12082,Tiny-VBF: Resource-Efficient Vision Transformer based Lightweight Beamformer for Ultrasound Single-Angle Plane Wave Imaging,2023,eess.IV,eess.IV|cs.LG,LLM-inference-on-FPGA-papers/papers/2311.12082v2.pdf,a38635cd5cc81eb1164578156f893449b50e13ddfa8f86f39083afb0570db27e,6,yes,ok,full_paper,transformer;attention;decode;inference,0.36,none,,,,none,,,,none,,,,none,,,,none,,,,medium,hybrid;ps ,"hybrid@p1,2,5;ps @p2,5","hybrid@p1,2,5;ps @p2,5",medium,cpu_fpga_fallback:medium,"cpu_fpga_fallback:medium via hybrid@p1,2,5;ps @p2,5"
2311.12359v3,2311.12359,Shedding the Bits: Pushing the Boundaries of Quantization with Minifloats on FPGAs,2023,cs.CV,cs.CV|cs.AI|cs.AR|cs.LG|cs.PF,LLM-inference-on-FPGA-papers/papers/2311.12359v3.pdf,82b461a9732e3ffb6da9b13950522a53ea4fa16aeef2f6bf61ac75931f3fba2c,8,yes,ok,full_paper,large language model;transformer;gpt;inference,0.36,low,tensor,"tensor@p2,3,4","tensor@p2,3,4",none,,,,medium,overlay;overlay processor,overlay@p7;overlay processor@p7,overlay@p7;overlay processor@p7,none,,,,low,pipeline,pipeline@p4,pipeline@p4,high,ps ;heterogeneous;hybrid;processing system,"ps @p1,3,4,5,6;heterogeneous@p2;hybrid@p7;processing system@p8","ps @p1,3,4,5,6;heterogeneous@p2;hybrid@p7;processing system@p8",high,cpu_fpga_fallback:high;overlay:medium;mlir_circt:low,"cpu_fpga_fallback:high via ps @p1,3,4,5,6;heterogeneous@p2;hybrid@p7;processing system@p8"
2311.12449v1,2311.12449,HPCNeuroNet: Advancing Neuromorphic Audio Signal Processing with Transformer-Enhanced Spiking Neural Networks,2023,eess.AS,eess.AS|cs.SD,LLM-inference-on-FPGA-papers/papers/2311.12449v1.pdf,bafa811a0cbc25b9ad315eff2548cb64f3ec8ef96d97069dd2f3970c89f18ab1,11,yes,ok,full_paper,transformer;attention;gpt;decode;inference,0.45,low,tensor,tensor@p11,tensor@p11,none,,,,none,,,,low,vhdl,vhdl@p7,vhdl@p7,none,,,,high, cpu;heterogeneous;ps ;hybrid;processing system," cpu@p1,2,6,8,9,10;heterogeneous@p1,8;ps @p3,5;hybrid@p8,10;processing system@p11","cpu@p1,2,6,8,9,10;heterogeneous@p1,8;ps @p3,5;hybrid@p8,10;processing system@p11",high,cpu_fpga_fallback:high;param_rtl:low;mlir_circt:low,"cpu_fpga_fallback:high via  cpu@p1,2,6,8,9,10;heterogeneous@p1,8;ps @p3,5;hybrid@p8,10;processing system@p11"
2312.14392v1,2312.14392,Wideband Sample Rate Converter Using Cascaded Parallel-serial Structure for Synthetic Instrumentation,2023,eess.SP,eess.SP,LLM-inference-on-FPGA-papers/papers/2312.14392v1.pdf,e805e5478b1cf5bd32ca4ac5450a2e0bd56e78f693ef00b44f5ecfc87622eeca,12,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,low,pipeline,"pipeline@p1,2,10,12","pipeline@p1,2,10,12",medium,processing system;ps ,"processing system@p1;ps @p5,8,9,10,11","processing system@p1;ps @p5,8,9,10,11",low,cpu_fpga_fallback:medium;dataflow:low,"cpu_fpga_fallback:medium via processing system@p1;ps @p5,8,9,10,11"
2312.15159v2,2312.15159,Understanding the Potential of FPGA-Based Spatial Acceleration for Large Language Model Inference,2023,cs.LG,cs.LG|cs.AI|cs.AR|cs.CL,LLM-inference-on-FPGA-papers/papers/2312.15159v2.pdf,75a69ed82c570491fb481fa149e635695cc0c583f071e7717a21931b131754cd,28,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,medium,tensor;tosa,"tensor@p2,4,5,6,7,8,11,12,14,15,17,20,21;tosa@p20,21","tensor@p2,4,5,6,7,8,11,12,14,15,17,20,21;tosa@p20,21",high,high-level synthesis; hls;vitis hls,"high-level synthesis@p1; hls@p1,3,16,17,18,20,21,22;vitis hls@p18,22","high-level synthesis@p1;hls@p1,3,16,17,18,20,21,22;vitis hls@p18,22",medium,overlay;instruction set,"overlay@p1,2,3,21,22;instruction set@p20","overlay@p1,2,3,21,22;instruction set@p20",none,,,,high,dataflow;streaming;pipeline;spatial accelerator;systolic,"dataflow@p1,2,7,9,10,11,14,15,17,20,22;streaming@p2,17;pipeline@p2,5,6,7,9,10,11,18,20,21;spatial accelerator@p3,18,20,23;systolic@p16,18,20,21","dataflow@p1,2,7,9,10,11,14,15,17,20,22;streaming@p2,17;pipeline@p2,5,6,7,9,10,11,18,20,21;spatial accelerator@p3,18,20,23;systolic@p16,18,20,21",high,ps ; cpu;host;co-design;heterogeneous,"ps @p3,4,12,17,18,20; cpu@p5,13,22;host@p10,13,17;co-design@p22;heterogeneous@p22","ps @p3,4,12,17,18,20;cpu@p5,13,22;host@p10,13,17;co-design@p22;heterogeneous@p22",high,dataflow:high;cpu_fpga_fallback:high;hls:high,"dataflow:high via dataflow@p1,2,7,9,10,11,14,15,17,20,22;streaming@p2,17;pipeline@p2,5,6,7,9,10,11,18,20,21;spatial accelerator@p3,18,20,23;systolic@p16,18,20,21"
2401.01150v2,2401.01150,CXL and the Return of Scale-Up Database Engines,2024,cs.DB,cs.DB|cs.PF,LLM-inference-on-FPGA-papers/papers/2401.01150v2.pdf,3f3033a05449f80102176b4802b8ce97f9dc33d0f0498cad5b7b49ee90ba7541,8,yes,ok,full_paper,,0.00,none,,,,none,,,,low,microarchitecture,microarchitecture@p8,microarchitecture@p8,none,,,,medium,memory hierarchy;streaming,memory hierarchy@p4;streaming@p6,memory hierarchy@p4;streaming@p6,high, cpu;host;heterogeneous;ps ;offload," cpu@p1,2,3,4,5,6,7;host@p1,2,4,6;heterogeneous@p1,6;ps @p2,3,5,7;offload@p6","cpu@p1,2,3,4,5,6,7;host@p1,2,4,6;heterogeneous@p1,6;ps @p2,3,5,7;offload@p6",low,cpu_fpga_fallback:high;dataflow:medium;overlay:low,"cpu_fpga_fallback:high via  cpu@p1,2,3,4,5,6,7;host@p1,2,4,6;heterogeneous@p1,6;ps @p2,3,5,7;offload@p6"
2401.02721v3,2401.02721,A Cost-Efficient FPGA Implementation of Tiny Transformer Model using Neural ODE,2024,cs.LG,cs.LG|cs.AR,LLM-inference-on-FPGA-papers/papers/2401.02721v3.pdf,1154c1a04a4f529ab84cdf4c823229ef33fa209d7273c8b704bad740f91efc3c,23,yes,ok,full_paper,transformer;attention;inference,0.27,none,,,,medium, hls;vitis hls," hls@p10,14;vitis hls@p10,14","hls@p10,14;vitis hls@p10,14",none,,,,none,,,,none,,,,high, cpu;hybrid;host;ps ;processing system;co-design," cpu@p1,2,4,9,12,18,19,20;hybrid@p1,3,4,7,14,19,20,21;host@p2,4,12;ps @p3,6,7,9,10,11,15,18,19,20;processing system@p9,10;co-design@p9,10","cpu@p1,2,4,9,12,18,19,20;hybrid@p1,3,4,7,14,19,20,21;host@p2,4,12;ps @p3,6,7,9,10,11,15,18,19,20;processing system@p9,10",high,cpu_fpga_fallback:high;hls:medium,"cpu_fpga_fallback:high via  cpu@p1,2,4,9,12,18,19,20;hybrid@p1,3,4,7,14,19,20,21;host@p2,4,12;ps @p3,6,7,9,10,11,15,18,19,20;processing system@p9,10;co-design@p9,10"
2401.03868v2,2401.03868,FlightLLM: Efficient Large Language Model Inference with a Complete Mapping Flow on FPGAs,2024,cs.AR,cs.AR|cs.AI,LLM-inference-on-FPGA-papers/papers/2401.03868v2.pdf,e0d38c8754516973d62749c846ebe63ea3984b569a1613b98340ef13249fd4da,12,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,tensor,"tensor@p8,11","tensor@p8,11",none,,,,medium,instruction set;microarchitecture,instruction set@p7;microarchitecture@p11,instruction set@p7;microarchitecture@p11,low, rtl," rtl@p7,8","rtl@p7,8",high,memory hierarchy;streaming;tiling;dataflow;operator fusion;systolic,"memory hierarchy@p1,2;streaming@p4;tiling@p5;dataflow@p6,11;operator fusion@p6;systolic@p12","memory hierarchy@p1,2;streaming@p4;tiling@p5;dataflow@p6,11;operator fusion@p6",high,heterogeneous;ps ; cpu;co-design;hybrid;host;processing system,"heterogeneous@p1,2,11;ps @p2,4,8,9,10,11; cpu@p3,7;co-design@p4,11;hybrid@p6,7,12;host@p7;processing system@p11,12","heterogeneous@p1,2,11;ps @p2,4,8,9,10,11;cpu@p3,7;co-design@p4,11;hybrid@p6,7,12",high,cpu_fpga_fallback:high;dataflow:high;overlay:medium,"cpu_fpga_fallback:high via heterogeneous@p1,2,11;ps @p2,4,8,9,10,11; cpu@p3,7;co-design@p4,11;hybrid@p6,7,12;host@p7;processing system@p11,12"
2401.05154v1,2401.05154,An Optimizing Framework on MLIR for Efficient FPGA-based Accelerator Generation,2024,cs.AR,cs.AR|cs.PL,LLM-inference-on-FPGA-papers/papers/2401.05154v1.pdf,c8d562959f98df00af3a934811673d8196b116fe957ac1ca37806a64cb641ba4,14,yes,ok,full_paper,,0.00,high,mlir;tensor;llvm;affine;circt;tosa,"mlir@p1,2,3,4,5,6,7,8,9,10,13;tensor@p1,3,13;llvm@p1,3,13;affine@p2,3,4,5,6,7,8,13;circt@p3,13;tosa@p3,14","mlir@p1,2,3,4,5,6,7,8,9,10,13;tensor@p1,3,13;llvm@p1,3,13;affine@p2,3,4,5,6,7,8,13;circt@p3,13",high,high-level synthesis; hls;vitis hls;llvm;high level synthesis,"high-level synthesis@p1,13,14; hls@p1,2,3,4,5,6,7,8,9,10,11,12;vitis hls@p1,9;llvm@p1,3,13;high level synthesis@p14","high-level synthesis@p1,13,14;hls@p1,2,3,4,5,6,7,8,9,10,11,12;vitis hls@p1,9;llvm@p1,3,13;high level synthesis@p14",none,,,,low,synthesizable,"synthesizable@p2,4,8","synthesizable@p2,4,8",high,pipeline;systolic;tiling;dataflow,"pipeline@p1,2,4,6,8,9,11,12,13;systolic@p3,13,14;tiling@p5,7,9,10,12;dataflow@p11,12","pipeline@p1,2,4,6,8,9,11,12,13;systolic@p3,13,14;tiling@p5,7,9,10,12;dataflow@p11,12",high, cpu;ps ;hybrid;heterogeneous," cpu@p1,2,3,4,5;ps @p1,3,4,5,6,7,8,9,10,11,12;hybrid@p2,6;heterogeneous@p13","cpu@p1,2,3,4,5;ps @p1,3,4,5,6,7,8,9,10,11,12;hybrid@p2,6;heterogeneous@p13",low,mlir_circt:high;hls:high;dataflow:high,"mlir_circt:high via mlir@p1,2,3,4,5,6,7,8,9,10,13;tensor@p1,3,13;llvm@p1,3,13;affine@p2,3,4,5,6,7,8,13;circt@p3,13;tosa@p3,14"
2401.09890v1,2401.09890,A Survey on Hardware Accelerators for Large Language Models,2024,cs.AR,cs.AR|cs.CL|cs.LG,LLM-inference-on-FPGA-papers/papers/2401.09890v1.pdf,110f4d9920962157a8cb6fdd275aff8076d98b62c3047e935b2a48d32cc8e385,16,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;autoregressive;decode;inference,0.82,low,tensor,"tensor@p6,7,8,10","tensor@p6,7,8,10",high, hls;vivado hls;chisel;high-level synthesis, hls@p6;vivado hls@p6;chisel@p10;high-level synthesis@p14,hls@p6;vivado hls@p6;chisel@p10;high-level synthesis@p14,low,instruction set,instruction set@p5,instruction set@p5,medium,verilog; rtl,"verilog@p9,10; rtl@p10","verilog@p9,10;rtl@p10",high,streaming;systolic;dataflow;tiling;pipeline;memory hierarchy,"streaming@p3;systolic@p4,10;dataflow@p5,10,11;tiling@p5;pipeline@p6,9,10,11;memory hierarchy@p9","streaming@p3;systolic@p4,10;dataflow@p5,10,11;tiling@p5;pipeline@p6,9,10,11",high,hybrid;heterogeneous; cpu;host;ps ;co-design;offload,"hybrid@p1,7,11;heterogeneous@p1; cpu@p4,5,6,7,9,10,12,13,14;host@p6;ps @p7,10,11;co-design@p9,10;offload@p14","hybrid@p1,7,11;heterogeneous@p1;cpu@p4,5,6,7,9,10,12,13,14;host@p6;ps @p7,10,11",high,cpu_fpga_fallback:high;dataflow:high;hls:high,"cpu_fpga_fallback:high via hybrid@p1,7,11;heterogeneous@p1; cpu@p4,5,6,7,9,10,12,13,14;host@p6;ps @p7,10,11;co-design@p9,10;offload@p14"
2401.10364v1,2401.10364,"Using LLM such as ChatGPT for Designing and Implementing a RISC Processor: Execution,Challenges and Limitations",2024,cs.LG,cs.LG|cs.AR|cs.SE,LLM-inference-on-FPGA-papers/papers/2401.10364v1.pdf,1dccd82df657b940c488d6456d43d68b90441e852a83d6538a84043402d08264,8,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;decode,0.64,none,,,,none,,,,low,instruction set,"instruction set@p1,3,4,8","instruction set@p1,3,4,8",medium,vhdl; rtl,"vhdl@p1,2,3,7; rtl@p4","vhdl@p1,2,3,7;rtl@p4",none,,,,low,ps ,"ps @p1,2,4,7","ps @p1,2,4,7",medium,param_rtl:medium;overlay:low;cpu_fpga_fallback:low,"param_rtl:medium via vhdl@p1,2,3,7; rtl@p4"
2401.10417v2,2401.10417,SSR: Spatial Sequential Hybrid Architecture for Latency Throughput Tradeoff in Transformer Acceleration,2024,cs.AR,cs.AR|cs.PL,LLM-inference-on-FPGA-papers/papers/2401.10417v2.pdf,1c8e12b03b5e5a4480afd4827949b8682dc12ee57fecd0aa4331da7adef24ec0,12,yes,ok,full_paper,transformer;attention;token;inference,0.36,low,tensor,"tensor@p3,4,5,8,9,10,11","tensor@p3,4,5,8,9,10,11",low,high-level synthesis,high-level synthesis@p8,high-level synthesis@p8,high,overlay;overlay processor;microarchitecture,overlay@p11;overlay processor@p11;microarchitecture@p11,overlay@p11;overlay processor@p11;microarchitecture@p11,none,,,,high,dataflow;spatial accelerator;pipeline;systolic,"dataflow@p1,3,11;spatial accelerator@p1,4,5,10;pipeline@p2,4,5,6,7,9,10;systolic@p4","dataflow@p1,3,11;spatial accelerator@p1,4,5,10;pipeline@p2,4,5,6,7,9,10;systolic@p4",high,hybrid;heterogeneous;ps ; cpu;host;co-design;processing system,"hybrid@p1,2,3,4,5,7,9,10,11;heterogeneous@p1,2,3,4,5,6,11;ps @p2,3,10; cpu@p3,5,8,10;host@p5,8;co-design@p5,6,11;processing system@p11","hybrid@p1,2,3,4,5,7,9,10,11;heterogeneous@p1,2,3,4,5,6,11;ps @p2,3,10;cpu@p3,5,8,10;host@p5,8",high,cpu_fpga_fallback:high;dataflow:high;overlay:high,"cpu_fpga_fallback:high via hybrid@p1,2,3,4,5,7,9,10,11;heterogeneous@p1,2,3,4,5,6,11;ps @p2,3,10; cpu@p3,5,8,10;host@p5,8;co-design@p5,6,11;processing system@p11"
2401.11851v2,2401.11851,BETA: Binarized Energy-Efficient Transformer Accelerator at the Edge,2024,cs.AR,cs.AR|cs.AI,LLM-inference-on-FPGA-papers/papers/2401.11851v2.pdf,30289c7125c1fdfe531c5ab555a88facf204fbad30e15afaa9388dbf026f44b4,5,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;inference,0.55,none,,,,none,,,,low,microarchitecture,microarchitecture@p5,microarchitecture@p5,none,,,,none,,,,high, cpu;host;ps ;processing system;co-design," cpu@p2,3,4;host@p2;ps @p2,5;processing system@p5;co-design@p5","cpu@p2,3,4;host@p2;ps @p2,5;processing system@p5;co-design@p5",high,cpu_fpga_fallback:high;overlay:low,"cpu_fpga_fallback:high via  cpu@p2,3,4;host@p2;ps @p2,5;processing system@p5;co-design@p5"
2402.01047v1,2402.01047,Ultra Fast Transformers on FPGAs for Particle Physics Experiments,2024,cs.LG,cs.LG|cs.AR|hep-ex,LLM-inference-on-FPGA-papers/papers/2402.01047v1.pdf,aa0b181cad5057554dc3e910934516b3e8bb446594ab175583254b94b9efd2e1,6,yes,ok,full_paper,transformer;attention;gpt;decode;inference,0.45,low,tensor,"tensor@p2,5","tensor@p2,5",high, hls;hls4ml;high-level synthesis;vivado hls," hls@p1,2,3,4,5;hls4ml@p1,2,3,4,5;high-level synthesis@p2;vivado hls@p4","hls@p1,2,3,4,5;hls4ml@p1,2,3,4,5;high-level synthesis@p2;vivado hls@p4",none,,,,none,,,,low,pipeline,pipeline@p3,pipeline@p3,low,ps ,"ps @p1,4","ps @p1,4",high,hls:high;mlir_circt:low;dataflow:low,"hls:high via  hls@p1,2,3,4,5;hls4ml@p1,2,3,4,5;high-level synthesis@p2;vivado hls@p4"
2402.09109v1,2402.09109,Stochastic Spiking Attention: Accelerating Attention with Stochastic Computing in Spiking Networks,2024,cs.AR,cs.AR|cs.AI|cs.LG|cs.NE|eess.SP,LLM-inference-on-FPGA-papers/papers/2402.09109v1.pdf,baffc21b71ba35bcdadbc20d31f4fb16b230740aecab3533e28c3fe1c3d8a7ec,5,yes,ok,full_paper,transformer;attention;gpt;token;autoregressive;inference,0.55,none,,,,none,,,,none,,,,none,,,,medium,dataflow;streaming,"dataflow@p2,3,4;streaming@p3,4","dataflow@p2,3,4;streaming@p3,4",high, cpu;ps ;processing system;co-design," cpu@p1,2,4;ps @p1,2,4;processing system@p5;co-design@p5","cpu@p1,2,4;ps @p1,2,4;processing system@p5;co-design@p5",high,cpu_fpga_fallback:high;dataflow:medium,"cpu_fpga_fallback:high via  cpu@p1,2,4;ps @p1,2,4;processing system@p5;co-design@p5"
2402.09709v1,2402.09709,ME-ViT: A Single-Load Memory-Efficient FPGA Accelerator for Vision Transformers,2024,eess.IV,eess.IV,LLM-inference-on-FPGA-papers/papers/2402.09709v1.pdf,eaba296148f8c461085d1e73fe5291d183aee62a4c7df3714f6952aaae731d16,11,yes,ok,full_paper,large language model;transformer;attention;token;inference,0.45,none,,,,medium, hls;vitis hls," hls@p8,9,10;vitis hls@p8,9","hls@p8,9,10;vitis hls@p8,9",medium,overlay;overlay processor,overlay@p11;overlay processor@p11,overlay@p11;overlay processor@p11,none,,,,medium,systolic;pipeline,"systolic@p1,2,3,4,5,6,7,8,9,10;pipeline@p2,8","systolic@p1,2,3,4,5,6,7,8,9,10;pipeline@p2,8",high,ps ; cpu;offload;host;processing system;co-design,"ps @p1,2,8,9,10; cpu@p2,3,9,10;offload@p2;host@p2,3;processing system@p11;co-design@p11","ps @p1,2,8,9,10;cpu@p2,3,9,10;offload@p2;host@p2,3;processing system@p11",high,cpu_fpga_fallback:high;overlay:medium;hls:medium,"cpu_fpga_fallback:high via ps @p1,2,8,9,10; cpu@p2,3,9,10;offload@p2;host@p2,3;processing system@p11;co-design@p11"
2402.14307v1,2402.14307,An FPGA-Based Accelerator Enabling Efficient Support for CNNs with Arbitrary Kernel Sizes,2024,cs.AR,cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2402.14307v1.pdf,87f6b45bd0df6b62146c1ddff9d233d16b5c3b918c7c5a63aef38c020a0e4166,5,yes,ok,full_paper,transformer;attention;inference,0.27,none,,,,none,,,,medium,overlay;overlay processor,overlay@p5;overlay processor@p5,overlay@p5;overlay processor@p5,none,,,,medium,dataflow;tiling,"dataflow@p1,2,3,4,5;tiling@p1,3,4","dataflow@p1,2,3,4,5;tiling@p1,3,4",medium,ps ;co-design,"ps @p1,2,3,4;co-design@p4","ps @p1,2,3,4;co-design@p4",medium,overlay:medium;dataflow:medium;cpu_fpga_fallback:medium,overlay:medium via overlay@p5;overlay processor@p5
2403.01215v2,2403.01215,Efficient Algorithm Level Error Detection for Number-Theoretic Transform used for Kyber Assessed on FPGAs and ARM,2024,cs.CR,cs.CR,LLM-inference-on-FPGA-papers/papers/2403.01215v2.pdf,d5d28c6ee1c1190707d5852448d24531f096e29c31eefef2ba31f51cfbdf97df,18,yes,ok,full_paper,decode,0.09,none,,,,medium,high-level synthesis; hls,high-level synthesis@p13; hls@p14,high-level synthesis@p13;hls@p14,none,,,,medium,hardware description; rtl,"hardware description@p13; rtl@p14,15","hardware description@p13;rtl@p14,15",none,,,,medium,ps ; cpu,"ps @p2,12,13,14,15; cpu@p15,16","ps @p2,12,13,14,15;cpu@p15,16",medium,param_rtl:medium;hls:medium;cpu_fpga_fallback:medium,"param_rtl:medium via hardware description@p13; rtl@p14,15"
2403.10686v1,2403.10686,AutoHLS: Learning to Accelerate Design Space Exploration for HLS Designs,2024,cs.AR,cs.AR|cs.AI|cs.LG,LLM-inference-on-FPGA-papers/papers/2403.10686v1.pdf,252730fe15bf87d2c7484c5de2770457802a089beae4a4089da1d5a624245a57,5,yes,ok,full_paper,,0.00,none,,,,high,high-level synthesis; hls;vitis hls;hls4ml,"high-level synthesis@p1,4,5; hls@p1,2,3,4,5;vitis hls@p3;hls4ml@p5","high-level synthesis@p1,4,5;hls@p1,2,3,4,5;vitis hls@p3;hls4ml@p5",none,,,,medium, rtl;synthesizable," rtl@p1;synthesizable@p2,3,4","rtl@p1;synthesizable@p2,3,4",low,pipeline,"pipeline@p1,2,3","pipeline@p1,2,3",low, cpu, cpu@p3,cpu@p3,low,hls:high;param_rtl:medium;dataflow:low,"hls:high via high-level synthesis@p1,4,5; hls@p1,2,3,4,5;vitis hls@p3;hls4ml@p5"
2403.14047v2,2403.14047,Accelerating ViT Inference on FPGA through Static and Dynamic Pruning,2024,cs.DC,cs.DC|cs.AR|cs.CV,LLM-inference-on-FPGA-papers/papers/2403.14047v2.pdf,7fe8177921bf836946789b00708130e2207cc187b0901ab92135768871aa0b1e,12,yes,ok,full_paper,transformer;attention;token;inference,0.36,none,,,,none,,,,low,microarchitecture,microarchitecture@p11,microarchitecture@p11,none,,,,low,dataflow,dataflow@p8,dataflow@p8,high, cpu;ps ;host;processing system;co-design," cpu@p1,2,3,9,10;ps @p1,2,3,8,9;host@p3,4;processing system@p11;co-design@p11","cpu@p1,2,3,9,10;ps @p1,2,3,8,9;host@p3,4;processing system@p11;co-design@p11",high,cpu_fpga_fallback:high;overlay:low;dataflow:low,"cpu_fpga_fallback:high via  cpu@p1,2,3,9,10;ps @p1,2,3,8,9;host@p3,4;processing system@p11;co-design@p11"
2403.20230v1,2403.20230,An FPGA-Based Reconfigurable Accelerator for Convolution-Transformer Hybrid EfficientViT,2024,cs.AR,cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2403.20230v1.pdf,bed2d101fcbb7357b9fe5d1e0243fe5cf8b1ceb96d5341399386699ab8a47108,5,yes,ok,full_paper,transformer;attention;token;inference,0.36,none,,,,none,,,,medium,overlay;overlay processor,overlay@p5;overlay processor@p5,overlay@p5;overlay processor@p5,low,verilog,verilog@p4,verilog@p4,medium,dataflow;pipeline,"dataflow@p1,2,3,4;pipeline@p1,2,3,4","dataflow@p1,2,3,4;pipeline@p1,2,3,4",high,hybrid;ps ; cpu;co-design,"hybrid@p1,2,4;ps @p1,2,3,4,5; cpu@p4;co-design@p5","hybrid@p1,2,4;ps @p1,2,3,4,5;cpu@p4;co-design@p5",high,cpu_fpga_fallback:high;overlay:medium;dataflow:medium,"cpu_fpga_fallback:high via hybrid@p1,2,4;ps @p1,2,3,4,5; cpu@p4;co-design@p5"
2404.04527v1,2404.04527,VTR: An Optimized Vision Transformer for SAR ATR Acceleration on FPGA,2024,cs.CV,cs.CV|cs.AI|cs.AR|cs.DC,LLM-inference-on-FPGA-papers/papers/2404.04527v1.pdf,0fbd6d05d8c326746978af57ab188399568b39ad8a87e341bc43a01f551a4918,16,yes,ok,full_paper,transformer;attention;token;inference,0.36,none,,,,low,high level synthesis,high level synthesis@p9,high level synthesis@p9,none,,,,none,,,,medium,systolic;streaming,"systolic@p6;streaming@p10,12","systolic@p6;streaming@p10,12",high, cpu;ps ;host;hybrid," cpu@p1,2,9,10,11,12,13,14;ps @p3,9;host@p4;hybrid@p14","cpu@p1,2,9,10,11,12,13,14;ps @p3,9;host@p4;hybrid@p14",high,cpu_fpga_fallback:high;dataflow:medium;hls:low,"cpu_fpga_fallback:high via  cpu@p1,2,9,10,11,12,13,14;ps @p3,9;host@p4;hybrid@p14"
